,time,num,savedAt
409,2021-07-10T06:15:00.000Z,6689.090909090909,1625868900000
410,2021-07-10T06:30:00.000Z,6689.090909090909,1625869800000
411,2021-07-10T06:45:00.000Z,6689.090909090909,1625870700000
412,2021-07-10T07:00:00.000Z,6689.090909090909,1625871600000
413,2021-07-10T07:15:00.000Z,6689.090909090909,1625872500000
414,2021-07-10T07:30:00.000Z,6689.090909090909,1625873400000
415,2021-07-10T07:45:00.000Z,6689.090909090909,1625874300000
416,2021-07-10T08:00:00.000Z,6689.090909090909,1625875200000
417,2021-07-10T08:15:00.000Z,6689.090909090909,1625876100000
418,2021-07-10T08:30:00.000Z,6689.090909090909,1625877000000
419,2021-07-10T08:45:00.000Z,6689.090909090909,1625877900000
420,2021-07-10T09:00:00.000Z,6689.090909090909,1625878800000
421,2021-07-10T09:15:00.000Z,6689.090909090909,1625879700000
422,2021-07-10T09:30:00.000Z,6689.090909090909,1625880600000
423,2021-07-10T09:45:00.000Z,6689.090909090909,1625881500000
424,2021-07-10T10:00:00.000Z,6689.090909090909,1625882400000
425,2021-07-10T10:15:00.000Z,6689.090909090909,1625883300000
426,2021-07-10T10:30:00.000Z,6689.090909090909,1625884200000
427,2021-07-10T10:45:00.000Z,6689.090909090909,1625885100000
428,2021-07-10T11:00:00.000Z,6689.090909090909,1625886000000
429,2021-07-10T11:15:00.000Z,6689.090909090909,1625886900000
430,2021-07-10T11:30:00.000Z,6689.090909090909,1625887800000
431,2021-07-10T11:45:00.000Z,6689.090909090909,1625888700000
432,2021-07-10T12:00:00.000Z,6689.090909090909,1625889600000
433,2021-07-10T12:15:00.000Z,6689.090909090909,1625890500000
434,2021-07-10T12:30:00.000Z,6689.090909090909,1625891400000
435,2021-07-10T12:45:00.000Z,6689.090909090909,1625892300000
436,2021-07-10T13:00:00.000Z,6689.090909090909,1625893200000
437,2021-07-10T13:15:00.000Z,6689.090909090909,1625894100000
438,2021-07-10T13:30:00.000Z,6689.090909090909,1625895000000
439,2021-07-10T13:45:00.000Z,6689.090909090909,1625895900000
